	022um-Control	20210602-MA-ABB1F	20210602-MA-ABB1P	20210602-MA-ABB1W	20210602-MA-ABS1F	20210602-MA-ABS1P	20210602-MA-ABS1W	20210602-MA-CEB1F	20210602-MA-CEB1P	20210602-MA-CEB1W	20210602-MA-CES1F	20210602-MA-CES1P	20210602-MA-CES1W	20210602-MA-CWB1F	20210602-MA-CWB1P	20210602-MA-CWB1W	20210602-MA-CWS1F	20210602-MA-CWS1P	20210602-MA-CWS1W	20210602-MA-MBB1F	20210602-MA-MBB1P	20210602-MA-MBB1W	20210602-MA-MBS1F	20210602-MA-MBS1P	20210602-MA-MBS1W	20210602-MA-SCB1F	20210602-MA-SCB1P	20210602-MA-SCB1W	20210602-MA-SCS1F	20210602-MA-SCS1P	20210602-MA-SCS1W	20210615-MA-ABB2F	20210615-MA-ABB2P	20210615-MA-ABB2W	20210615-MA-ABS1F	20210615-MA-ABS1P	20210615-MA-ABS1W	20210615-MA-CEB1F	20210615-MA-CEB1P	20210615-MA-CEB1W	20210615-MA-CES1F	20210615-MA-CES1P	20210615-MA-CES1W	20210615-MA-CWB1F	20210615-MA-CWB1P	20210615-MA-CWB1W	20210615-MA-CWS1F	20210615-MA-CWS1P	20210615-MA-CWS1W	20210615-MA-MBB1F	20210615-MA-MBB1P	20210615-MA-MBB1W	20210615-MA-MBS1F	20210615-MA-MBS1P	20210615-MA-MBS1W	20210615-MA-SCB2F	20210615-MA-SCB2P	20210615-MA-SCB2W	20210615-MA-SCS2F	20210615-MA-SCS2P	20210615-MA-SCS2W	20211005-MA-ABB2F	20211005-MA-ABB2P	20211005-MA-ABB2W	20211005-MA-ABS1F	20211005-MA-ABS1P	20211005-MA-ABS1W	20211005-MA-CEB1F	20211005-MA-CEB1P	20211005-MA-CEB1W	20211005-MA-CES2F	20211005-MA-CES2P	20211005-MA-CES2W	20211005-MA-CWB1F	20211005-MA-CWB1P	20211005-MA-CWB1W	20211005-MA-CWS1F	20211005-MA-CWS1P	20211005-MA-CWS1W	20211005-MA-MBB1F	20211005-MA-MBB1P	20211005-MA-MBB1W	20211005-MA-MBS1F	20211005-MA-MBS1P	20211005-MA-MBS1W	20211005-MA-SCB1F	20211005-MA-SCB1P	20211005-MA-SCB1W	20211005-MA-SCS2F	20211005-MA-SCS2P	20211005-MA-SCS2W	3um-Control	CJ-V08-P	DNA-Ext-Control	MockZymoPos	WaterControl
ASV_41	0	0	19	13	0	18	14	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0	0	15	0	0	57	16	0	134	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	162	0	0	303	29	0	231	23	0	87	27	0	0	0	0	0	0	0	0	0	0	304	46	0	176	24	0	30	10	0	47	0	0	68	0	0	0
ASV_42	0	41	0	43	34	26	36	57	21	38	22	19	27	22	34	47	0	0	0	27	17	22	24	21	21	14	17	21	28	12	23	0	18	77	43	30	46	22	30	37	50	21	36	15	25	19	38	27	49	45	24	28	52	26	54	0	0	0	0	0	0	33	0	31	23	0	28	21	20	0	10	0	13	0	0	0	0	0	0	25	19	41	28	0	0	23	14	13	9	0	18	0	0	0	0	0
ASV_43	0	12	29	39	34	49	49	13	0	24	10	22	18	0	0	13	0	0	0	21	10	7	20	0	12	9	23	15	0	14	0	0	28	29	26	31	19	17	20	16	36	18	11	16	25	0	18	6	15	14	20	18	16	22	28	0	0	0	0	0	0	55	55	49	30	29	47	42	58	58	41	28	32	0	0	0	0	0	0	43	55	86	49	49	74	0	0	61	0	37	0	0	0	0	0	0
ASV_44	0	25	31	35	33	33	39	17	10	25	0	20	14	0	0	0	0	0	0	28	37	22	36	41	28	53	37	58	71	54	25	0	42	31	24	30	0	20	16	22	15	33	15	0	0	0	0	0	0	35	20	22	24	44	53	0	67	28	25	33	37	0	32	16	0	10	15	29	35	37	0	0	0	0	0	0	0	0	0	15	31	21	17	17	14	14	13	68	12	0	0	0	58	0	0	0
ASV_45	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	49	46	17	39	0	0	0	0	0	25	21	45	48	65	0	50	57	0	0	0	0	0	0	0	0	0	0	0	0	57	107	71	42	71	33	23	80	44	96	80	93	30	0	24	45	39	38	24	73	73	36	64	44	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	83	52	84	82	150	55	26	8	9	11	62	11	0	10	0	0	0	0	48	23	19	39	23	28	10	31	10	13	43	11	0	62	39	10	48	16	8	0	7	0	14	4	0	0	0	0	0	0	15	10	13	0	10	15	0	17	0	0	0	0	9	53	17	0	38	10	18	24	13	6	17	0	0	0	0	0	0	0	6	17	19	7	8	0	10	14	100	10	32	10	0	32	0	0	0
ASV_47	0	38	16	40	33	24	42	38	33	39	23	0	13	4	8	0	0	0	0	50	8	24	34	14	34	25	6	22	41	9	12	0	4	51	31	9	46	27	15	20	14	0	14	0	0	0	0	0	0	29	18	29	18	15	32	0	10	0	0	0	0	47	7	45	36	7	37	28	16	32	25	5	14	0	0	0	0	0	0	69	21	79	36	25	40	38	18	14	29	0	19	0	0	0	0	0
ASV_48	0	0	21	56	43	0	0	0	47	21	0	10	0	14	27	18	0	0	0	52	12	0	39	0	0	83	14	100	118	0	91	0	0	0	14	16	7	0	0	13	0	0	12	28	37	0	0	10	24	23	0	29	26	0	23	0	15	25	16	0	37	46	0	33	30	25	47	0	0	20	35	16	32	14	28	12	17	16	16	0	0	0	0	21	19	43	14	0	31	7	46	0	0	0	0	0
ASV_49	0	54	0	54	56	30	0	47	0	68	41	0	34	24	36	36	0	0	0	67	33	0	41	18	41	28	0	31	64	0	30	0	0	82	38	0	38	28	0	17	19	0	28	18	32	28	0	25	21	20	0	0	0	0	24	0	0	0	0	0	0	32	0	21	17	0	35	32	31	48	46	0	43	0	0	0	0	0	0	27	0	27	0	0	23	0	0	0	18	0	30	0	0	0	0	0
ASV_50	0	20	30	27	20	20	24	23	14	36	15	7	0	5	11	12	0	0	0	13	0	8	20	0	8	35	10	15	25	9	19	37	9	21	18	16	17	14	7	14	34	15	13	0	19	9	15	9	10	31	16	26	26	19	36	0	14	12	13	0	11	28	17	36	21	9	25	37	26	29	16	17	13	0	0	0	0	0	0	48	49	106	56	42	65	14	7	42	20	9	20	0	0	0	0	0
ASV_51	0	17	15	14	10	33	27	14	0	23	14	70	14	14	25	36	8	0	0	12	0	9	13	9	7	0	3	0	4	15	0	0	20	15	11	39	12	18	16	19	6	47	11	7	11	15	14	10	15	10	24	16	11	39	14	0	0	0	0	0	0	11	70	19	10	63	10	5	30	17	30	71	30	21	31	26	38	32	28	14	51	28	12	25	30	0	0	127	0	0	0	0	0	0	0	0
ASV_52	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	84	53	34	140	14	27	36	20	48	68	27	34	97	61	100	87	118	0	0	0	0	0	0	0	0	0	0	0	0	36	98	39	0	72	23	0	0	0	40	70	36	0	0	0	0	0	0	0	60	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	18	0	16	20	0	20	31	0	22	34	17	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	80	52	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	172	0	201	75	204	0	0	0	0	0
ASV_54	0	19	0	9	0	0	8	33	0	32	31	0	30	58	54	61	58	0	66	14	0	11	11	0	6	0	0	0	0	0	0	0	0	28	34	15	25	59	47	39	42	12	50	60	89	51	83	50	88	30	12	11	20	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	15	0	16	0	33	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_55	0	17	12	25	14	0	25	24	68	37	0	0	8	0	0	0	0	0	0	31	16	24	26	0	27	27	12	50	45	21	25	40	0	37	16	13	24	22	12	14	18	0	17	0	0	0	0	0	0	22	20	16	24	13	21	0	32	35	46	0	32	12	0	21	17	0	16	17	15	34	18	0	8	0	0	0	0	0	0	13	0	0	0	0	0	57	73	0	76	16	64	0	0	0	0	0
ASV_56	0	27	8	35	23	14	38	13	35	38	0	0	0	13	0	0	0	0	0	28	9	12	38	6	15	69	35	79	125	15	62	0	0	35	11	12	9	0	8	0	0	0	13	0	0	0	0	0	0	25	17	18	24	29	27	0	39	27	32	48	40	0	0	11	0	0	0	11	6	15	8	0	0	0	0	0	0	0	0	14	0	8	0	0	0	43	33	12	39	17	39	0	0	0	0	0
ASV_57	0	22	16	44	32	20	43	56	0	85	39	0	0	15	20	0	0	0	0	36	15	18	35	0	37	30	0	22	27	0	17	0	0	38	39	28	23	69	27	66	45	18	32	25	38	24	34	20	35	41	23	37	28	14	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_58	0	0	0	5	0	0	0	12	0	5	5	0	10	0	15	15	8	0	0	14	0	0	10	0	4	0	0	0	0	0	0	0	0	20	16	8	18	32	31	71	75	20	52	33	55	28	66	21	72	24	8	17	18	6	22	0	0	0	0	0	0	30	5	37	28	0	17	16	18	14	59	13	28	31	31	39	33	10	38	12	9	20	13	8	18	0	0	3	0	0	0	0	0	0	0	0
ASV_59	0	11	10	25	7	15	14	18	0	17	20	43	13	11	25	24	0	2	0	5	6	0	0	16	10	0	12	7	14	28	11	0	20	17	18	37	21	19	14	18	8	22	9	33	50	30	33	26	23	12	8	13	8	19	17	0	0	0	0	0	0	0	39	17	13	26	18	5	11	22	16	16	11	0	0	2	0	0	0	38	49	41	11	30	38	0	0	73	0	0	0	0	22	0	0	0
ASV_60	0	0	0	0	0	0	0	0	0	0	42	0	18	85	77	104	189	96	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	22	49	0	19	38	50	45	77	46	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	0	0	0	0	0	0	0	24	0	0	38	40	63	49	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	40	47	79	23	92	62	83	61	89	63	99	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	35	0	21	46	0	0	54	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_62	0	9	7	8	9	4	11	30	0	42	34	9	24	44	42	50	0	0	0	7	0	0	10	0	4	0	0	0	0	0	0	19	0	21	10	8	12	53	27	49	51	21	51	56	62	50	63	31	58	23	16	10	16	13	21	0	0	0	0	0	0	16	7	18	4	9	12	12	11	12	29	5	0	0	0	0	30	0	0	0	18	0	17	0	0	0	0	10	0	0	0	0	3	0	0	0
ASV_63	0	6	8	15	5	4	14	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	39	16	31	17	0	5	0	0	0	0	12	13	14	0	0	0	0	0	0	0	0	0	7	3	12	8	7	0	218	198	0	154	136	140	0	41	0	0	0
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	35	72	47	48	56	13	28	28	108	87	133	54	51	37	57	42	56	27	47	65	51	35	44	0	0	0	0	0	0	0	0	0	0	0
ASV_65	0	0	0	0	0	0	0	0	0	0	19	45	22	13	49	28	16	17	14	0	0	0	0	0	0	0	0	0	0	0	0	21	45	37	39	130	16	9	19	32	42	95	18	12	33	12	21	25	18	0	0	10	0	15	15	0	0	0	0	0	0	9	30	28	15	0	14	13	19	9	14	36	17	17	14	23	11	16	10	0	10	0	0	0	14	0	0	24	0	0	0	0	0	0	0	0
ASV_66	0	26	29	0	28	24	42	40	0	30	36	0	0	0	0	0	0	0	0	42	0	32	56	33	49	45	0	39	61	0	0	0	0	36	0	14	26	0	11	18	0	0	0	0	0	0	0	0	0	43	24	49	38	23	29	0	0	0	0	0	0	38	0	0	23	0	0	49	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0	48	32	54	43	30	0	52	14	85	0	0	52	0	0	65	0	0	0	66	19	52	56	24	56	0	0	0	25	0	0	0	0	27	19	25	26	0	0	0	0	0	0	0	0	0	0	0	0	0	43	34	34	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	15	12	0	12	0	0	0	0	0
ASV_68	0	0	0	0	0	4	0	15	0	23	31	67	31	10	12	17	0	0	0	9	5	0	0	5	7	0	0	0	0	0	0	45	74	46	19	65	24	22	21	24	19	30	18	13	26	0	20	17	14	22	15	12	0	26	0	0	0	0	0	0	0	10	8	19	0	6	7	0	0	7	4	8	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	186	0	0	0	0	12	0	0	0
ASV_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	33	0	24	0	0	36	18	21	50	24	0	15	0	0	11	0	0	14	0	0	0	0	0	0	0	0	0	0	40	83	33	22	67	46	17	23	20	69	101	36	0	0	0	0	0	0	27	91	44	31	39	33	0	0	0	0	0	0	0	0	0	0	0
ASV_70	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	87	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	66	84	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	63	0	101	0	112	0	15	0	0	0
ASV_71	0	27	0	26	41	20	0	0	0	34	0	0	0	0	0	0	0	0	0	31	0	37	42	0	18	85	81	103	154	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	49	48	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	0	29	28	47	20	51	65	0	25	10	0	0	0	0	0	0	0	0	0	17	9	12	17	13	16	18	38	26	34	68	9	0	26	9	12	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	22	0	5	39	13	0	17	7	0	11	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	34	52	12	22	66	20	0	65	0	0	0
ASV_73	0	0	0	0	0	0	0	0	0	0	25	84	24	2	6	13	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	15	13	0	12	4	0	6	0	9	16	4	10	27	19	24	19	29	0	0	0	0	0	0	0	0	0	0	0	0	23	93	39	9	89	31	10	20	19	25	103	22	6	12	9	7	9	12	8	48	18	9	23	18	2	0	4	0	9	0	0	5	0	0	0
ASV_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	23	61	46	24	57	17	24	27	69	62	99	37	0	44	33	0	0	48	47	91	83	42	61	0	0	0	0	0	0	0	0	0	0	0
ASV_75	0	23	0	19	0	0	0	29	20	0	16	0	0	0	0	0	0	0	0	22	12	9	24	21	13	24	17	20	20	15	14	0	0	43	29	0	0	23	0	0	0	0	32	0	0	0	16	0	0	38	46	39	57	35	40	0	0	7	0	0	0	0	0	0	14	0	0	0	0	26	0	0	0	0	0	0	0	0	0	22	24	24	15	11	26	22	23	0	32	26	20	0	14	0	0	0
ASV_76	0	11	9	14	13	17	21	0	4	0	0	0	0	0	0	0	0	0	0	6	6	5	14	16	5	8	30	20	19	80	7	3	65	30	7	80	9	0	0	7	5	10	0	0	0	0	0	0	0	3	12	10	10	22	13	0	10	0	0	0	0	14	88	15	15	42	9	0	20	20	8	9	0	0	0	0	0	0	0	0	5	5	0	0	5	7	39	37	8	36	11	0	28	0	0	0
ASV_77	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	79	0	0	265	0	0	45	29	0	71	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	29	0	121	25	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
ASV_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	98	109	129	44	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	62	54	55	61	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	26	0	46	0	34	0	0	0	0	0
ASV_79	0	0	0	5	9	4	14	15	0	22	26	0	7	20	26	36	0	0	16	5	0	3	12	0	7	0	0	0	0	0	0	33	0	18	12	0	17	45	32	32	32	10	54	44	56	30	51	46	33	9	0	15	15	7	21	0	0	0	0	0	0	7	0	10	11	0	11	0	0	10	15	7	12	10	5	0	13	0	0	0	0	0	5	0	11	0	0	4	0	0	0	0	0	0	0	0
ASV_80	0	14	16	36	34	40	48	26	0	20	0	12	10	0	0	0	0	0	0	0	11	0	16	0	11	0	0	0	0	0	0	0	13	24	15	0	14	16	18	14	17	10	15	0	15	0	0	0	0	54	27	25	71	52	89	0	0	0	0	0	0	0	0	0	0	0	13	0	28	0	0	0	0	0	0	0	0	0	0	0	12	31	15	13	20	0	0	26	0	0	0	0	0	0	0	0
ASV_81	0	0	0	22	18	18	14	0	10	0	0	0	0	0	0	0	0	0	0	52	28	22	37	18	28	0	15	16	42	64	25	0	24	19	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	35	36	37	38	71	41	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	14	19	37	16	0	32	0	0	0
ASV_82	0	23	3	16	16	9	20	4	52	8	0	0	0	0	0	0	0	0	0	8	11	4	14	19	5	17	3	11	25	0	0	0	0	41	30	0	28	0	0	0	0	0	7	0	0	0	0	0	0	32	23	20	18	25	25	0	0	28	20	68	0	2	0	7	3	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	45	3	57	36	54	0	0	0	0	0
ASV_83	0	22	11	20	15	8	20	9	36	18	3	0	0	2	0	0	0	0	0	27	16	23	33	22	19	10	0	11	14	0	5	47	0	16	5	4	11	0	0	0	0	0	0	0	0	0	0	0	0	8	6	11	3	0	15	0	0	0	0	0	0	32	9	34	22	0	17	32	24	24	0	0	0	0	0	0	0	0	0	19	9	19	13	8	0	54	26	8	29	24	42	0	0	0	0	0
ASV_84	0	0	0	0	37	51	68	45	0	52	31	0	0	19	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	26	35	48	24	45	10	0	13	0	13	0	36	21	30	70	31	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV_85	0	22	32	50	32	17	26	28	0	47	17	0	0	0	0	0	0	0	0	51	0	30	64	8	29	24	8	33	18	0	17	0	0	26	15	14	25	0	0	0	0	0	0	0	0	0	0	0	0	29	18	20	29	24	46	0	0	0	0	0	0	0	0	0	0	0	10	0	5	16	0	0	0	0	0	0	0	0	0	0	0	17	18	0	19	0	0	12	6	0	0	0	0	0	0	0
ASV_86	0	10	4	22	8	6	19	20	0	21	7	0	0	0	0	0	0	0	0	9	5	0	6	0	5	120	103	118	204	43	40	0	0	0	4	0	5	0	6	7	0	0	6	8	8	4	0	6	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
ASV_87	0	23	13	24	14	41	14	11	0	10	14	85	31	0	22	0	0	0	0	9	0	9	9	31	8	3	0	0	0	10	7	0	70	40	26	91	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	8	0	0	0	7	0	0	0	0	0	24	13	0	15	0	13	15	0	0	0	0	0	0	0	0	0	0	10	0	15	12	17	0	0	0	55	0	0	0	0	54	0	0	0
ASV_88	0	0	0	0	0	0	0	0	0	0	0	53	0	0	64	50	0	51	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	52	52	44	0	0	0	47	0	0	56	88	70	0	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV_89	0	0	20	0	25	18	11	22	0	37	0	20	17	15	10	15	0	0	0	0	0	0	0	14	0	0	0	0	24	0	0	0	0	0	0	18	10	16	29	40	42	36	0	27	24	21	0	26	30	0	0	0	0	0	0	0	0	0	0	0	0	11	13	23	0	0	17	14	32	0	16	17	19	14	0	17	16	0	19	0	0	0	10	0	0	0	0	69	0	0	0	0	0	0	0	0
ASV_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	33	0	0	0	0	20	46	46	0	0	0	0	0	0	0	0	0	24	219	42	24	61	27	0	0	0	0	0	0	0	65	0	0	0
ASV_91	0	0	5	15	15	0	6	29	0	34	13	0	14	17	25	36	11	0	15	15	0	0	0	7	6	0	0	0	0	0	0	5	0	26	20	8	22	16	14	24	40	0	27	27	48	31	26	9	27	17	11	10	23	7	25	0	0	0	0	0	0	7	0	19	5	0	9	3	0	12	18	0	10	0	0	0	0	0	0	6	0	14	8	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_92	0	0	0	0	0	0	12	28	0	36	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	60	0	58	44	0	30	0	0	0	33	0	34	63	33	57	26	22	34	15	39	19	27	20	17	32	0	17	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV_93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	67	0	0	128	36	0	8	0	0	0	0	0	0	0	0	340	21	0	128	15	0	0	0	0	22	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0
ASV_95	0	0	0	40	0	44	0	0	0	0	0	57	0	0	12	0	0	0	0	27	56	0	17	0	23	0	34	17	0	119	15	0	106	44	0	119	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	14	0	0	0
ASV_96	0	11	4	20	7	9	15	11	0	0	9	0	0	15	0	17	0	0	0	10	0	5	7	0	10	0	0	0	4	0	0	0	0	29	20	7	23	28	22	34	46	13	26	26	32	26	26	10	26	21	7	12	23	11	26	0	0	0	0	0	0	9	0	14	10	0	11	9	0	7	8	0	11	0	0	0	0	0	0	12	0	17	8	4	8	0	0	4	0	0	0	0	0	0	0	0
ASV_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	36	0	0	48	0	0	32	14	34	137	26	49	71	63	82	121	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_98	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	8	23	31	6	20	26	22	18	12	0	19	0	0	0	0	0	0	21	13	29	16	6	24	102	83	0	59	9	73	0	50	0	0	0
ASV_99	0	0	21	0	8	15	17	16	0	18	0	0	0	0	0	0	0	0	0	23	0	21	24	0	15	0	0	0	41	0	0	0	11	15	10	16	12	0	7	7	0	0	0	0	0	0	0	0	0	19	26	0	25	28	35	0	0	0	0	83	0	12	12	11	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	14	21	20	14	9	21	0	0	53	0	23	0	0	0	0	0	0
ASV_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	9	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV_101	0	49	0	0	0	27	31	41	0	0	39	0	25	0	0	0	0	6	0	0	0	24	0	12	34	0	0	0	0	30	0	0	0	44	0	0	0	22	27	0	13	7	0	0	0	26	20	0	0	0	11	0	0	8	0	0	0	0	0	0	0	0	19	27	22	0	0	21	31	0	0	0	0	0	0	0	0	0	0	17	27	34	31	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_102	0	9	0	0	0	0	0	12	0	16	49	23	21	21	37	42	0	7	5	9	0	0	5	0	4	0	0	0	0	0	0	0	0	8	7	15	10	25	15	14	30	24	19	25	27	25	38	14	29	0	6	0	0	0	4	0	0	0	0	0	0	6	14	8	9	0	0	0	0	0	11	8	7	0	3	0	0	0	0	13	8	9	0	0	11	0	0	28	0	0	0	0	0	0	0	0
ASV_103	0	0	0	0	0	0	0	6	0	9	28	0	13	36	26	38	27	8	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	56	21	26	26	10	35	32	33	29	34	22	35	4	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	7	19	0	21	10	7	14	23	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_104	0	14	9	14	19	7	12	12	14	23	9	0	10	0	0	3	0	0	0	24	3	10	17	8	16	15	0	12	11	4	9	0	5	33	11	9	0	25	13	18	12	0	8	2	3	0	0	0	0	36	12	25	21	17	23	0	0	0	5	0	3	18	0	10	6	0	0	0	4	8	0	0	0	0	0	0	0	0	0	9	7	10	8	0	11	9	12	12	25	0	17	0	0	0	0	0
